SalePrice,Id
128900,1262.0
128950,100.0
129000,912.5
129500,470.0
129900,414.75
130000,637.7272727272727
130250,44.0
130500,961.0
131000,864.0
131400,734.0
131500,764.3333333333334
132000,487.1666666666667
132250,877.0
132500,945.8333333333334
133000,830.6666666666666
133500,848.0
133700,1120.0
133900,523.5
134000,698.0
134432,372.0
134450,216.0
134500,1164.5
134800,27.0
134900,1062.0
135000,853.1764705882352
135500,847.5
135750,77.0
135900,292.0
135960,570.0
136000,987.3333333333334
136500,894.4
136900,111.0
136905,1004.0
137000,840.2
137450,1400.0
137500,897.0
137900,1224.0
138000,1100.0
138500,997.5
138800,1078.0
138887,1236.0
139000,655.4545454545455
139400,328.0
139500,824.0
139600,1046.0
139900,627.0
139950,835.0
140000,745.2
140200,346.0
141000,421.75
141500,695.0
142000,955.5
142125,1459.0
142500,771.0
142600,571.0
142953,898.0
143000,768.6
143250,646.0
143500,854.5
143750,1432.0
143900,207.0
144000,871.1
144152,1365.0
144500,933.0
144900,74.0
145000,759.4285714285714
145250,328.0
145500,657.0
145900,922.0
146000,944.6666666666666
146500,468.0
146800,792.0
147000,864.0
147400,830.0
147500,1460.0
148000,577.4285714285714
148500,579.3333333333334
148800,688.0
149000,506.25
149300,1442.0
149350,32.0
149500,653.5
149700,1439.0
149900,955.0
150000,500.25
150500,1283.0
150750,133.0
150900,941.0
151000,711.8
151400,1069.0
151500,347.0
152000,572.5
153000,522.6666666666666
153337,189.0
153500,708.0
153575,290.0
153900,484.5
154000,762.2
154300,911.0
154500,893.0
154900,1179.0
155000,696.0714285714286
155835,1345.0
155900,1079.0
156000,454.25
156500,1321.0
156932,1364.0
157000,733.0
157500,595.0
157900,1130.5
158000,570.0
158500,300.0
158900,758.0
159000,299.0
159434,682.0
159500,965.0
159895,983.0
159950,809.0
160000,937.3333333333334
160200,791.0
161000,484.0
161500,1024.5
161750,215.0
162000,793.75
162500,161.0
162900,868.5
163000,869.0
163500,550.0
163900,1125.0
163990,120.0
164000,849.6666666666666
164500,333.0
164700,286.0
164900,511.0
164990,402.0
165000,860.875
165150,625.0
165400,1255.0
165500,730.0
165600,311.0
166000,487.0
167000,564.0
167240,220.0
167500,1127.3333333333333
167900,1202.0
168000,814.25
168500,446.3333333333333
169000,1096.3333333333333
169500,251.5
169900,1248.0
169990,923.0
170000,850.875
171000,860.6
171500,202.0
171750,1252.0
171900,1173.0
172000,954.0
172400,371.0
172500,465.4
172785,493.0
173000,666.0
173500,671.0
173733,915.0
173900,994.0
174000,820.8571428571429
174500,1148.0
174900,843.0
175000,692.5555555555555
175500,653.0
175900,1099.0
176000,690.625
176432,1096.0
176485,1051.0
176500,1125.0
177000,651.6
177500,1005.6666666666666
178000,763.8571428571429
178400,981.0
178740,466.0
178900,966.0
179000,620.6666666666666
179200,797.5
179400,759.0
179500,268.0
179540,709.0
179600,1445.0
179665,545.0
179900,788.2
180000,581.7
180500,704.25
181000,858.5714285714286
181134,416.0
181500,2.0
181900,581.0
182000,974.0
182900,1430.0
183000,821.0
183200,617.0
183500,169.0
183900,1266.0
184000,522.5
184100,1117.0
184750,524.0
184900,937.0
185000,668.3
185500,237.0
185750,1272.0
185850,1057.0
185900,591.0
186000,212.0
186500,1340.5
186700,1185.0
187000,771.0
187100,783.0
187500,804.5
187750,382.0
188000,701.0
188500,316.0
188700,464.0
189000,1017.6666666666666
189950,861.0
190000,680.0769230769231
191000,876.75
192000,455.4
192140,1431.0
192500,589.5
193000,1231.0
193500,374.5
193879,1403.0
194000,1087.3333333333333
194201,598.0
194500,587.0
194700,690.0
195000,1138.6666666666667
195400,429.0
196000,960.6666666666666
196500,412.5
197000,1138.0
197500,1046.0
197900,1047.0
198500,363.0
198900,104.0
199900,713.0
200000,718.625
200100,182.0
200141,1052.0
200500,1023.0
200624,530.0
201000,709.6666666666666
201800,1155.0
202500,569.6666666666666
202665,512.0
202900,341.0
203000,1164.5
204000,298.5
204750,95.0
204900,221.0
205000,440.5
205950,651.0
206000,1000.0
206300,421.0
206900,1316.0
207000,874.5
207500,436.0
208300,508.0
208500,1.0
208900,897.5
209500,632.0
210000,624.0
211000,348.0
212000,554.6666666666666
212900,1122.0
213000,918.6666666666666
213250,543.0
213490,1020.0
213500,722.0
214000,634.4
214500,329.0
214900,965.0
215000,779.125
215200,763.0
216000,1366.0
216500,235.0
216837,769.0
217000,433.5
217500,599.0
218000,1156.0
219210,1197.0
219500,505.3333333333333
220000,443.6
221000,645.0
221500,777.0
222000,690.0
222500,440.5
223000,1420.0
223500,405.5
224000,991.0
224500,573.0
224900,1028.5
225000,650.5
226000,280.3333333333333
226700,502.0
227000,1209.3333333333333
227680,806.0
227875,687.0
228000,292.5
228500,812.0
228950,336.0
229000,546.0
229456,1218.0
230000,802.375
230500,666.0
231500,199.5
232000,1225.6666666666667
232600,825.0
233000,788.0
233170,1166.0
233230,291.0
234000,540.0
235000,687.5714285714286
235128,1159.0
236000,808.5
236500,830.0
237000,1056.0
237500,1382.0
238000,919.0
239000,734.0
239500,1134.0
239686,47.0
239799,939.0
239900,738.0
240000,869.5
241000,400.0
241500,259.0
242000,630.0
243000,176.0
244000,484.6666666666667
244400,940.0
244600,284.0
245000,83.0
245350,1167.0
245500,401.0
246578,1395.0
248000,800.0
248328,1242.0
248900,867.0
249700,48.0
250000,786.375
250580,865.0
251000,475.0
252000,1088.0
252678,213.0
253000,938.0
253293,582.0
254000,708.0
254900,159.0
255000,981.0
255500,553.0
255900,984.0
256000,893.5
256300,26.0
257000,1414.0
257500,674.0
258000,404.0
259000,1128.0
259500,115.0
260000,582.8333333333334
260400,749.0
261500,613.0
262000,1188.0
262280,1044.0
262500,794.0
263000,550.0
263435,461.0
264132,766.0
264561,640.0
265000,518.0
265900,1240.0
265979,748.0
266000,307.5
266500,1458.0
267000,302.0
268000,727.0
269500,158.0
269790,793.0
270000,677.0
271000,1122.5
271900,1206.0
272000,751.0
274000,641.0
274300,1373.0
274725,1108.0
274900,200.0
274970,1424.0
275000,894.8
275500,754.0
276000,262.0
277000,229.5
277500,35.0
278000,1167.0
279500,14.0
280000,582.75
281000,1290.0
281213,1396.0
282922,1404.0
283463,1348.0
284000,444.0
285000,929.0
286000,190.0
287000,1031.5
287090,1452.0
289000,504.0
290000,754.6
293077,1028.0
294000,1254.0
295000,305.0
295493,1317.0
297000,479.0
299800,746.0
301000,323.0
301500,1257.0
302000,1010.0
303477,876.0
305000,620.0
305900,306.0
306000,28.0
307000,7.0
309000,36.0
310000,1238.0
311500,219.0
311872,197.0
312500,701.0
313000,611.0
314813,619.0
315000,629.0
315500,1037.0
315750,525.0
316600,569.0
317000,66.0
318000,677.5
318061,351.0
319000,596.0
319900,46.0
320000,484.25
324000,327.0
325000,890.75
325300,21.0
325624,168.0
326000,481.0
328000,1066.0
328900,886.0
333168,1314.0
335000,1021.0
336000,982.0
337000,764.0
337500,995.0
339750,410.0
340000,898.0
341000,719.0
342643,321.0
345000,327.5
348000,991.0
350000,766.5
354000,322.0
359100,609.0
360000,310.0
361919,703.0
367294,1229.0
369900,586.0
370878,645.0
372402,152.0
372500,679.0
374000,482.0
375000,314.0
377426,337.0
377500,1389.0
378500,1268.0
380000,478.0
381000,1269.0
383970,113.0
385000,440.0
386250,225.0
392000,689.0
392500,1182.0
394432,379.0
394617,1438.0
395000,775.0
395192,988.0
402000,662.0
402861,516.0
403000,232.0
410000,1354.0
412500,162.0
415298,279.0
423000,665.0
424870,1143.0
426000,390.0
430000,497.0
437154,350.0
438780,59.0
440000,474.0
446261,528.0
451950,592.0
465000,1244.0
466500,1374.0
475000,186.0
485000,799.0
501837,179.0
538000,770.0
555000,441.0
556581,1047.0
582933,804.0
611657,899.0
625000,1170.0
745000,1183.0
755000,692.0
