SalePrice,LotArea
144900,10200.0
145000,10291.57142857143
145250,11600.0
145500,10007.0
145900,8777.0
146000,5038.0
146500,9480.0
146800,11333.0
147000,9099.666666666666
147400,2544.0
147500,9937.0
148000,8944.285714285714
148500,4439.666666666667
148800,5105.0
149000,7279.75
149300,4426.0
149350,8544.0
149500,10002.0
149700,7407.0
149900,12119.25
150000,9665.75
150500,8800.0
150750,7388.0
150900,12640.0
151000,5306.6
151400,3964.0
151500,12772.0
152000,10406.5
153000,8948.0
153337,7018.0
153500,7580.0
153575,8730.0
153900,10278.5
154000,8178.8
154300,11600.0
154500,8414.0
154900,7681.0
155000,8108.928571428572
155835,11103.0
155900,4435.0
156000,9831.75
156500,8400.0
156932,8499.0
157000,10462.333333333334
157500,14020.0
157900,17946.0
158000,10980.333333333334
158500,14000.0
158900,11616.0
159000,9495.25
159434,4500.0
159500,9220.0
159895,3182.0
159950,13400.0
160000,18239.916666666668
160200,3182.0
161000,7350.0
161500,10520.0
161750,10900.0
162000,8754.0
162500,11120.0
162900,8190.0
163000,10229.25
163500,12757.5
163900,9125.0
163990,8461.0
164000,7920.666666666667
164500,7864.0
164700,4251.0
164900,14559.0
164990,8767.0
165000,8883.375
165150,10400.0
165400,6931.0
165500,9751.0
165600,7685.0
166000,10210.0
167000,10042.25
167240,3010.0
167500,10149.666666666666
167900,9705.0
168000,18668.25
168500,6555.666666666667
169000,11057.666666666666
169500,7674.0
169900,12328.0
169990,10237.0
170000,11264.375
171000,11048.8
171500,10125.0
171750,3136.0
171900,4017.0
172000,11075.0
172400,8121.0
172500,6926.2
172785,15578.0
173000,7528.285714285715
173500,8633.0
173733,3000.0
173900,8846.0
174000,8250.57142857143
174500,12000.0
174900,9020.0
175000,12342.888888888889
175500,8106.0
175900,5394.0
176000,9583.125
176432,9317.0
176485,8993.0
176500,10056.5
177000,10126.4
177500,6955.333333333333
178000,9503.57142857143
178400,12122.0
178740,3072.0
178900,10237.0
179000,9124.333333333334
179200,7582.5
179400,2280.0
179500,8400.0
179540,9018.0
179600,8500.0
179665,17104.0
179900,10786.2
180000,11463.5
180500,12413.25
181000,11144.142857142857
181134,8899.0
181500,9600.0
181900,14585.0
182000,11639.0
182900,12546.0
183000,7226.0
183200,7861.0
183500,8244.0
183900,3735.0
184000,11098.0
184100,7750.0
184750,40094.0
184900,10083.0
185000,12557.8
185500,8773.0
185750,9156.0
185850,7052.0
185900,8320.0
186000,10420.0
186500,9193.0
186700,35133.0
187000,9550.333333333334
187100,16285.0
187500,11418.833333333334
187750,7200.0
188000,8740.333333333334
188500,7795.0
188700,11988.0
189000,8326.5
189950,7642.0
190000,14056.923076923076
191000,8210.0
192000,7999.0
192140,21930.0
192500,8594.0
193000,8202.0
193500,10562.5
193879,6762.0
194000,10706.333333333334
194201,3922.0
194500,9199.666666666666
194700,7577.0
195000,11124.666666666666
195400,6762.0
196000,6494.0
196500,11033.0
197000,9722.0
197500,9832.0
197900,13551.666666666666
198500,7301.0
198900,10402.0
199900,7744.0
200000,10974.75
200100,7588.0
200141,11175.0
200500,13390.0
200624,32668.0
201000,8861.0
201800,13700.0
202500,9180.666666666666
202665,6792.0
202900,14191.0
203000,10348.5
204000,9819.0
204750,9337.0
204900,8990.0
205000,10755.166666666666
205950,8125.0
206000,6762.0
206300,7060.0
206900,11075.0
207000,10625.5
207500,9095.4
208300,7862.0
208500,8450.0
208900,8677.5
209500,4590.0
210000,9622.4
211000,9780.0
212000,9418.666666666666
212900,10084.0
213000,9155.666666666666
213250,10140.0
213490,3013.0
213500,7082.5
214000,10584.6
214500,11888.0
214900,11316.0
215000,15237.5
215200,8640.0
216000,7500.0
216500,7851.0
216837,9100.0
217000,15118.0
217500,12984.0
218000,10768.0
219210,14054.0
219500,10233.333333333334
220000,9833.0
221000,14786.5
221500,11210.0
222000,13034.666666666666
222500,10454.5
223000,16381.0
223500,16317.0
224000,10574.5
224500,13159.0
224900,10147.5
225000,11530.166666666666
226000,10638.333333333334
226700,9803.0
227000,9402.666666666666
227680,12274.0
227875,10207.0
228000,13948.5
228500,10331.0
228950,164660.0
229000,13837.0
229456,8640.0
230000,9830.25
230500,11194.0
231500,13930.5
232000,10426.666666666666
232600,11216.0
233000,10142.0
233170,9541.0
233230,15611.0
234000,7057.0
235000,13353.142857142857
235128,11932.0
236000,9366.5
236500,8613.5
237000,9510.5
237500,12925.0
238000,13125.0
239000,12433.166666666666
239500,9828.0
239686,12822.0
239799,8760.0
239900,10463.0
240000,24414.0
241000,8125.0
241500,24752.0
242000,19462.5
243000,12615.0
244000,12345.0
244400,24090.0
244600,9612.0
245000,10206.0
245350,10475.0
245500,14963.0
246578,4045.0
248000,20479.5
248328,9849.0
248900,10656.0
249700,11096.0
250000,12009.875
250580,8640.0
251000,5330.0
252000,10574.0
252678,8640.0
253000,9675.0
253293,12704.0
254000,6240.0
254900,12552.0
255000,12434.0
255500,11146.0
255900,11250.0
256000,31833.5
256300,14230.0
257000,10994.0
257500,14442.0
258000,12090.0
259000,14572.0
259500,7259.0
260000,15060.333333333334
260400,10593.0
261500,11885.0
262000,12461.0
262280,11839.0
262500,14890.5
263000,9375.0
263435,8004.0
264132,14587.0
264561,3982.0
265000,10208.0
265900,9037.0
265979,11700.0
266000,9788.5
266500,9042.0
267000,16226.0
268000,14605.5
269500,12003.0
269790,9920.0
270000,11028.333333333334
271000,12104.5
271900,14684.0
272000,11825.0
274000,12677.0
274300,9750.0
274725,23257.0
274900,9591.0
274970,19690.0
275000,9782.6
275500,10240.0
276000,9588.0
277000,86682.0
277500,7313.0
278000,7632.0
279500,10652.0
280000,27072.0
281000,11065.0
281213,12665.0
282922,15256.0
283463,15306.0
284000,10640.0
285000,11308.333333333334
286000,4923.0
287000,12369.0
287090,9262.0
289000,15602.0
290000,10854.6
293077,9520.0
294000,17542.0
295000,18386.0
295493,10226.0
297000,10637.0
299800,8963.0
301000,10380.0
301500,14303.0
302000,62360.5
303477,9000.0
305000,12244.0
305900,10386.0
306000,11478.0
307000,10084.0
309000,13418.0
310000,12772.0
311500,15660.0
311872,9416.0
312500,14331.0
313000,11050.0
314813,11694.0
315000,12777.0
315500,12898.0
315750,11787.0
316600,12327.0
317000,9591.0
318000,12057.5
318061,7820.0
319000,11302.0
319900,7658.0
320000,14177.5
324000,10846.0
325000,12531.75
325300,14215.0
325624,10562.0
326000,16033.0
328000,14000.0
328900,5119.0
333168,14774.0
335000,18328.666666666668
336000,12203.0
337000,9430.0
337500,12456.0
339750,10800.0
340000,13844.0
341000,10542.0
342643,16259.0
345000,12892.0
348000,9452.0
350000,9635.5
354000,12099.0
359100,12168.0
360000,12378.0
361919,12438.0
367294,8769.0
369900,11443.0
370878,9187.0
372402,13891.0
372500,11844.0
374000,11846.0
375000,215245.0
377426,14157.0
377500,14892.0
378500,13214.0
380000,13693.0
381000,14100.0
383970,9965.0
385000,32537.0
386250,13472.0
392000,8089.0
392500,5587.0
394432,11394.0
394617,12444.0
395000,14226.0
395192,10159.0
402000,46589.0
402861,12220.0
403000,15138.0
410000,14720.0
412500,13688.0
415298,14450.0
423000,20896.0
424870,9965.0
426000,12474.0
430000,12692.0
437154,20431.0
438780,13682.0
440000,14977.0
446261,14948.0
451950,13478.0
465000,13891.0
466500,11400.0
475000,22950.0
485000,13518.0
501837,17423.0
538000,53504.0
555000,15431.0
556581,16056.0
582933,13891.0
611657,12919.0
625000,35760.0
745000,15623.0
755000,21535.0
