LotArea,2ndFlrSF
13175,0.0
13214,0.0
13265,0.0
13284,0.0
13286,0.0
13300,0.0
13346,1129.0
13350,0.0
13360,0.0
13400,0.0
13418,1320.0
13450,941.0
13472,0.0
13474,1121.0
13478,568.0
13500,627.0
13501,0.0
13515,764.0
13517,754.0
13518,1174.0
13526,0.0
13560,0.0
13568,0.0
13600,857.5
13650,668.0
13651,0.0
13673,0.0
13680,0.0
13682,1519.0
13688,1096.0
13693,574.0
13695,0.0
13700,918.0
13704,0.0
13710,648.0
13728,872.0
13758,530.0
13811,0.0
13825,580.0
13837,806.0
13860,704.0
13869,676.0
13891,362.6666666666667
13907,0.0
14000,477.0
14006,840.0
14054,984.0
14100,1479.0
14112,0.0
14115,188.66666666666666
14145,0.0
14154,1101.0
14157,0.0
14175,0.0
14191,915.0
14200,941.0
14215,1218.0
14226,0.0
14230,0.0
14260,1053.0
14303,0.0
14331,0.0
14364,882.0
14375,0.0
14442,0.0
14450,0.0
14536,0.0
14541,1168.0
14559,0.0
14572,0.0
14585,0.0
14587,0.0
14598,1039.0
14601,0.0
14684,0.0
14720,1185.0
14762,720.0
14774,1177.0
14778,0.0
14781,0.0
14803,448.0
14850,0.0
14859,0.0
14892,0.0
14948,1237.0
14963,0.0
14977,0.0
15138,1304.0
15256,0.0
15306,0.0
15384,702.0
15426,836.0
15431,0.0
15498,0.0
15523,0.0
15576,840.0
15578,728.0
15593,983.0
15602,0.0
15611,420.0
15623,2065.0
15660,817.0
15750,0.0
15863,998.0
15865,0.0
15870,0.0
16033,0.0
16056,876.0
16059,1116.0
16157,0.0
16158,0.0
16196,0.0
16226,1242.0
16259,1347.0
16285,0.0
16321,0.0
16381,0.0
16466,521.0
16492,0.0
16545,1140.0
16560,1175.0
16635,0.0
16647,0.0
16659,795.0
16669,0.0
16692,1392.0
16737,0.0
16770,644.0
16905,0.0
17043,0.0
17104,832.0
17120,468.0
17140,0.0
17217,0.0
17400,0.0
17423,0.0
17500,0.0
17503,546.0
17542,651.0
17600,0.0
17671,826.0
17755,0.0
17871,0.0
17920,0.0
18000,0.0
18030,971.0
18386,1818.0
18450,915.0
18800,784.0
18890,1259.0
19138,0.0
19296,0.0
19378,1070.0
19690,626.0
19900,0.0
20431,880.0
20544,857.0
20781,0.0
20896,0.0
21000,0.0
21286,551.0
21384,504.0
21453,0.0
21535,1872.0
21695,0.0
21750,0.0
21780,511.0
21872,717.0
21930,1104.0
22420,1254.0
22950,1518.0
23257,1134.0
23595,192.0
24090,1196.0
24682,783.0
25000,0.0
25095,0.0
25286,0.0
25339,0.0
25419,1360.0
26142,0.0
26178,1281.0
27650,0.0
28698,966.0
29959,871.0
31770,0.0
32463,0.0
32668,0.0
34650,0.0
35133,0.0
35760,1796.0
36500,0.0
39104,0.0
40094,1538.0
45600,1051.0
46589,762.0
50271,0.0
53107,874.0
53227,0.0
53504,1589.0
57200,0.0
63887,950.0
70761,0.0
115149,0.0
159000,700.0
164660,167.0
215245,0.0
