LotArea,SalePrice
8749,192000.0
8750,187500.0
8755,214000.0
8760,193899.5
8765,106500.0
8767,164990.0
8769,367294.0
8773,177250.0
8775,126000.0
8777,112966.66666666667
8780,112000.0
8791,207500.0
8795,236000.0
8800,136125.0
8814,211500.0
8816,147000.0
8820,124900.0
8834,350000.0
8846,160950.0
8849,266000.0
8850,144000.0
8854,121000.0
8872,147000.0
8877,101000.0
8880,205000.0
8885,131000.0
8892,121250.0
8899,181134.0
8900,107000.0
8910,159500.0
8923,134500.0
8924,188000.0
8925,201000.0
8926,112000.0
8930,112000.0
8935,195000.0
8944,124000.0
8960,115000.0
8963,299800.0
8967,67000.0
8973,150000.0
8978,108000.0
8990,204900.0
8993,176485.0
9000,154199.14285714287
9017,192000.0
9018,179540.0
9020,171700.0
9022,109500.0
9037,265900.0
9042,229250.0
9056,178000.0
9060,112500.0
9066,230000.0
9069,147000.0
9084,126500.0
9098,86000.0
9100,151154.625
9101,165500.0
9120,177333.33333333334
9125,163900.0
9130,173000.0
9135,207000.0
9142,137000.0
9144,145000.0
9150,165000.0
9156,185750.0
9158,225000.0
9170,140000.0
9179,193000.0
9180,144000.0
9187,252439.0
9196,201000.0
9200,195083.33333333334
9204,124000.0
9206,178000.0
9230,146000.0
9236,217000.0
9240,287000.0
9245,179250.0
9246,135000.0
9247,171000.0
9248,173000.0
9250,139400.0
9262,287090.0
9286,143500.0
9291,187000.0
9297,188000.0
9300,167500.0
9303,204000.0
9313,190000.0
9317,194716.0
9320,128950.0
9337,204750.0
9340,113000.0
9350,168950.0
9353,116050.0
9360,197500.0
9364,158000.0
9375,240250.0
9382,191000.0
9400,133250.0
9405,118000.0
9416,311872.0
9430,337000.0
9439,87000.0
9450,110000.0
9452,348000.0
9453,194500.0
9464,136000.0
9473,237000.0
9477,110000.0
9480,146500.0
9490,133000.0
9492,105000.0
9500,162000.0
9503,144000.0
9505,222500.0
9520,293077.0
9525,140450.0
9531,211000.0
9541,233170.0
9548,237000.0
9549,270000.0
9550,140000.0
9554,215000.0
9560,128500.0
9571,94500.0
9572,302000.0
9587,190000.0
9588,276000.0
9590,187500.0
9591,295950.0
9600,148350.0
9612,244600.0
9636,178000.0
9638,169000.0
9650,167900.0
9672,152000.0
9675,253000.0
9717,142125.0
9735,167500.0
9738,104900.0
9742,230000.0
9750,186340.0
9758,119500.0
9760,177450.0
9764,130000.0
9765,185000.0
9786,125000.0
9790,152250.0
9800,149900.0
9803,226700.0
9808,227000.0
9819,159000.0
9825,100000.0
9828,239500.0
9830,162000.0
9842,145400.0
9849,248328.0
9855,127500.0
9858,130000.0
9873,129000.0
9880,171000.0
9900,173250.0
9906,107000.0
9920,175430.0
9937,157250.0
9938,236000.0
9945,128500.0
9947,173000.0
9950,290000.0
9965,404420.0
9967,170000.0
9986,147000.0
9991,150000.0
10000,183080.0
10004,167000.0
10005,192000.0
10007,145500.0
10010,170000.0
10011,134450.0
10012,137500.0
10020,61000.0
10029,211000.0
10041,220000.0
10083,184900.0
10084,259950.0
10106,127500.0
10120,206000.0
10125,148750.0
10134,109000.0
10140,175130.0
10141,185000.0
10142,233000.0
10150,114500.0
10152,135000.0
10159,395192.0
10171,214000.0
10175,180500.0
10182,290000.0
10186,190000.0
10192,170000.0
10197,163000.0
10200,142633.33333333334
10205,134500.0
10206,163500.0
10207,227875.0
10208,265000.0
10215,111000.0
10226,295493.0
10237,174445.0
10240,241500.0
10246,145000.0
10261,186500.0
10264,214000.0
10267,130000.0
10289,156000.0
10300,140000.0
10304,197500.0
10316,235000.0
10320,135000.0
10335,192000.0
10355,143000.0
10356,122000.0
10357,179900.0
10364,168000.0
10380,301000.0
10382,170000.0
10386,305900.0
10395,148000.0
10400,186110.0
10402,198900.0
10410,120000.0
10420,186000.0
10421,196500.0
10434,115000.0
10437,350000.0
10440,174500.0
10448,158000.0
10452,155000.0
10463,239900.0
10475,245350.0
10480,160000.0
10482,145000.0
10496,143000.0
10500,117000.0
10530,139125.0
10542,341000.0
10552,165500.0
10562,325624.0
10570,315000.0
10574,252000.0
10592,165000.0
10593,260400.0
10594,96500.0
10603,205000.0
10615,95000.0
10624,119000.0
10625,196750.0
10628,167000.0
10634,123000.0
10635,232000.0
10637,297000.0
10650,128200.0
10652,279500.0
10655,284000.0
10656,248900.0
10659,136500.0
10665,226000.0
10667,212000.0
10678,285000.0
10680,137900.0
10690,147000.0
10708,190000.0
10712,93500.0
10721,142000.0
10728,266000.0
10762,172500.0
10768,218000.0
10769,212000.0
10778,136500.0
10780,132500.0
10784,160000.0
10791,90000.0
10793,152000.0
10800,159928.57142857142
10832,194500.0
10839,181000.0
10846,324000.0
10852,173000.0
10859,145000.0
10880,125000.0
10896,200000.0
10900,161750.0
10918,234000.0
10920,157000.0
10921,94750.0
10927,275000.0
10930,140000.0
10944,271000.0
10970,147000.0
10991,239000.0
10994,257000.0
10998,117000.0
11000,201000.0
11003,310000.0
11029,213250.0
11040,126500.0
11049,179900.0
11050,313000.0
11065,281000.0
11070,171000.0
11075,189450.0
11096,249700.0
11100,84900.0
11103,155835.0
11120,162500.0
11143,340000.0
11146,255500.0
11160,244000.0
11170,250000.0
11175,200141.0
11184,172500.0
11194,230500.0
11198,325000.0
11200,154750.0
11207,185000.0
11210,221500.0
11214,199900.0
11216,232600.0
11218,189000.0
11228,228000.0
11235,148000.0
11241,149000.0
11248,285000.0
11249,177500.0
11250,201475.0
11275,231000.0
11287,228500.0
11302,319000.0
11308,335000.0
11310,140000.0
11316,214900.0
11317,180000.0
11333,146800.0
11340,123750.0
11341,121500.0
11344,144000.0
11345,137000.0
11361,180000.0
11362,280000.0
11367,255000.0
11394,394432.0
11400,466500.0
11404,222500.0
11409,131000.0
11414,167500.0
11423,272000.0
11425,137000.0
11426,200000.0
11428,250000.0
11435,230000.0
11443,369900.0
11457,175000.0
11475,144950.0
11478,306000.0
11500,156968.33333333334
11512,177000.0
11526,191000.0
11553,158000.0
11584,197000.0
11600,145683.33333333334
11606,135000.0
11616,148950.0
11625,131500.0
11639,182000.0
11643,200000.0
11645,228250.0
11664,119200.0
11670,320000.0
11694,314813.0
11700,193719.75
11717,185000.0
11751,190000.0
11764,290000.0
11767,121250.0
11777,164500.0
11782,148000.0
11787,315750.0
11796,215000.0
11838,236500.0
11839,262280.0
11841,118500.0
11844,372500.0
11846,374000.0
11851,180500.0
11880,157000.0
11883,203000.0
11885,261500.0
11888,214500.0
11900,124250.0
11911,174000.0
11923,239000.0
11924,345000.0
11932,235128.0
11952,190000.0
11957,232000.0
11988,169350.0
11999,285000.0
12000,160750.0
12003,269500.0
12011,280000.0
12030,318000.0
12046,195000.0
12085,318000.0
12090,203833.33333333334
12095,158000.0
12099,354000.0
12108,118000.0
12118,240000.0
12122,178400.0
12134,164000.0
12137,224900.0
12144,133000.0
12150,131500.0
12155,151750.0
12160,145750.0
12168,359100.0
12180,80000.0
12182,220000.0
12203,336000.0
12205,187500.0
12209,215000.0
12220,402861.0
12224,244000.0
12227,272000.0
12243,175000.0
12244,305000.0
12256,325000.0
12257,290000.0
12274,227680.0
12327,316600.0
12328,169900.0
12342,111200.0
12354,110000.0
12358,128500.0
12376,320000.0
12378,360000.0
12384,197900.0
12393,195000.0
12394,225000.0
12400,155000.0
12416,184000.0
12420,230000.0
12435,231500.0
12438,361919.0
12444,394617.0
12456,337500.0
12461,262000.0
12464,152000.0
12474,426000.0
12493,141000.0
12508,160000.0
12513,104900.0
12537,149900.0
12546,182900.0
12552,254900.0
12589,174000.0
12615,243000.0
12640,150900.0
12665,217556.5
12677,274000.0
12692,430000.0
12702,97000.0
12704,253293.0
12735,111250.0
12772,151500.0
12798,200000.0
12800,275000.0
12803,221000.0
12822,239686.0
12886,175000.0
12898,315500.0
12900,108959.0
12919,611657.0
12925,237500.0
12936,162000.0
12968,144000.0
12984,217500.0
13000,193500.0
13005,260000.0
13006,222000.0
13031,187500.0
13053,207000.0
13072,150250.0
13101,142600.0
13125,205350.0
13132,138887.0
13159,224500.0
13173,325000.0
13175,210000.0
13214,378500.0
13265,271000.0
13284,165000.0
13286,320000.0
13300,132000.0
13346,268000.0
13350,142500.0
13360,163500.0
13400,159950.0
13418,309000.0
13450,200000.0
13472,386250.0
13474,225000.0
13478,451950.0
13500,280000.0
13501,255000.0
13515,180500.0
13517,130500.0
13518,485000.0
13526,137000.0
13560,110000.0
13568,156000.0
13600,147500.0
13650,172500.0
13651,244000.0
13673,143900.0
13680,139600.0
13682,438780.0
13688,412500.0
13693,380000.0
13695,157000.0
13700,201800.0
13704,205000.0
13710,152000.0
13728,235000.0
13758,187500.0
13811,176000.0
13825,140000.0
13837,229000.0
13860,345000.0
13869,177000.0
13891,473445.0
13907,108000.0
14000,243250.0
14006,192500.0
14054,219210.0
14100,381000.0
14112,180500.0
14115,186833.33333333334
14145,202500.0
14154,280000.0
14157,377426.0
14175,168000.0
14191,202900.0
14200,226000.0
14215,325300.0
14226,395000.0
14230,256300.0
14260,250000.0
14303,301500.0
14331,312500.0
14364,277000.0
14375,137500.0
14442,257500.0
14450,415298.0
14536,270000.0
14541,310000.0
14559,164900.0
14572,259000.0
14585,181900.0
14587,264132.0
14598,214000.0
14601,315000.0
14684,271900.0
14720,410000.0
14762,169000.0
14774,333168.0
14778,224000.0
14781,275000.0
14803,287500.0
14850,141000.0
14859,240000.0
14892,377500.0
14948,446261.0
14963,245500.0
14977,440000.0
15138,403000.0
15256,282922.0
15306,283463.0
15384,184000.0
15426,231500.0
15431,555000.0
15498,287000.0
15523,133500.0
15576,177000.0
15578,172785.0
15593,225000.0
15602,289000.0
15611,204115.0
15623,745000.0
15660,311500.0
15750,157000.0
15863,197000.0
15865,268000.0
15870,138800.0
16033,326000.0
16056,556581.0
16059,260000.0
16157,194000.0
16158,260000.0
16196,215000.0
16226,267000.0
16259,342643.0
16285,187100.0
16321,207500.0
16381,223000.0
16466,135500.0
16492,190000.0
16545,340000.0
16560,239000.0
16635,215000.0
16647,171000.0
16659,235000.0
16669,228000.0
16692,250000.0
16737,315000.0
16770,221000.0
16905,170000.0
17043,181000.0
17104,179665.0
17120,134432.0
17140,135000.0
17217,84500.0
17400,160000.0
17423,501837.0
17500,335000.0
17503,97500.0
17542,294000.0
17600,157500.0
17671,168000.0
17755,149900.0
17871,197900.0
17920,170000.0
18000,81000.0
18030,200500.0
18386,295000.0
18450,129000.0
18800,190000.0
18890,190000.0
19138,141000.0
19296,176000.0
19378,320000.0
19690,274970.0
19900,180000.0
20431,437154.0
20544,215000.0
20781,262500.0
20896,423000.0
21000,217000.0
21286,135000.0
21384,223500.0
21453,180000.0
21535,755000.0
21695,222000.0
21750,114000.0
21780,185000.0
21872,175000.0
21930,192140.0
22420,239000.0
22950,475000.0
23257,274725.0
23595,260000.0
24090,244400.0
24682,181000.0
25000,143000.0
25095,143000.0
25286,132250.0
25339,112000.0
25419,235000.0
26142,157900.0
26178,335000.0
27650,242000.0
28698,185000.0
29959,248000.0
31770,215000.0
32463,168000.0
32668,200624.0
34650,145000.0
35133,186700.0
35760,625000.0
36500,190000.0
39104,241500.0
40094,184750.0
45600,240000.0
46589,402000.0
50271,385000.0
53107,240000.0
53227,256000.0
53504,538000.0
57200,160000.0
63887,160000.0
70761,280000.0
115149,302000.0
159000,277000.0
164660,228950.0
215245,375000.0
