GrLivArea,Id
1836,939.5
1838,986.0
1839,669.3333333333334
1840,1411.0
1842,54.0
1844,981.3333333333334
1845,1211.0
1846,1223.0
1848,1415.0
1850,769.5
1851,993.0
1852,176.0
1855,480.5
1856,379.0
1861,1339.0
1863,1197.0
1865,1355.0
1867,167.0
1868,1194.0
1869,648.5
1872,429.5
1876,1160.0
1886,448.0
1888,447.0
1889,1267.0
1894,965.0
1895,795.0
1902,1264.0
1904,1000.0
1905,933.0
1908,393.0
1911,507.0
1912,1394.0
1913,1344.0
1915,603.0
1919,291.0
1920,936.6666666666666
1922,350.0
1923,1323.0
1924,360.0
1928,551.0
1929,642.0
1932,1438.0
1933,1227.0
1935,561.0
1936,666.0
1939,271.0
1940,988.0
1944,310.0
1947,159.0
1948,1238.0
1949,870.0
1950,298.0
1953,736.5
1954,219.0
1958,1165.5
1959,528.3333333333334
1960,370.5
1961,392.0
1962,939.0
1964,1173.5
1968,556.0
1969,472.0
1970,1290.0
1971,938.0
1973,775.0
1976,474.0
1977,1053.0
1978,928.0
1980,1360.0
1981,1131.0
1982,281.0
1983,1301.0
1986,606.0
1987,1257.0
1989,1055.0
1991,1060.0
1992,106.0
1993,153.0
2000,306.0
2002,914.0
2007,1443.0
2008,608.0
2013,793.0
2018,1268.0
2019,975.0
2020,809.6666666666666
2021,1108.0
2022,280.0
2028,586.0
2030,989.0
2031,1006.0
2034,65.0
2035,148.0
2036,314.0
2042,582.0
2046,617.0
2054,132.0
2057,908.0
2058,1249.0
2060,559.5
2062,209.0
2069,935.0
2073,1457.0
2076,1244.0
2078,410.0
2080,574.5
2082,184.0
2084,807.0
2087,790.0
2090,714.0
2093,1410.0
2094,550.0
2097,817.6666666666666
2098,754.0
2108,1169.0
2110,748.0
2112,1316.0
2113,655.0
2117,1382.0
2119,517.0
2121,279.0
2126,829.0
2127,1173.0
2132,569.0
2134,329.0
2136,1224.0
2138,810.0
2142,81.0
2144,250.0
2149,47.0
2153,611.0
2156,1347.0
2157,131.0
2158,176.0
2161,168.0
2167,1254.0
2169,1343.0
2172,409.0
2183,546.0
2184,1059.0
2192,268.0
2196,1206.0
2198,5.0
2200,922.0
2201,1424.0
2207,67.0
2210,1133.0
2217,889.0
2223,71.0
2224,878.0
2229,199.0
2230,884.0
2234,179.0
2236,930.0
2240,898.0
2243,307.0
2256,747.0
2259,114.0
2260,1066.0
2262,620.0
2263,578.6666666666666
2267,222.0
2270,273.0
2274,911.0
2285,542.0
2287,70.0
2290,1200.5
2291,175.0
2295,565.0
2296,592.0
2320,492.0
2324,12.0
2329,1044.0
2332,390.0
2337,1063.0
2340,1458.0
2344,518.0
2345,1175.0
2353,317.0
2358,1099.5
2364,899.0
2365,764.0
2372,1293.0
2374,927.0
2376,21.0
2380,667.0
2392,608.0
2398,525.0
2402,441.0
2403,940.0
2414,489.0
2417,86.0
2418,719.0
2447,1285.0
2448,662.0
2450,1418.0
2452,169.0
2462,160.0
2466,378.0
2468,322.0
2473,66.0
2482,1396.0
2504,567.0
2514,1181.0
2515,530.0
2519,693.0
2520,630.0
2521,1069.0
2524,1045.0
2526,1345.5
2531,760.0
2554,717.0
2555,1441.0
2574,262.0
2576,703.0
2596,321.0
2599,1314.0
2601,1361.0
2610,876.0
2612,982.0
2614,622.0
2620,1231.0
2622,1106.0
2624,418.0
2630,424.0
2633,1374.0
2634,1351.0
2640,748.0
2643,478.0
2646,319.0
2654,860.0
2668,162.0
2696,113.0
2704,643.0
2713,528.0
2715,746.0
2727,191.0
2728,350.0
2730,323.0
2775,584.0
2784,1387.0
2792,1329.0
2794,232.0
2810,1313.0
2822,804.0
2828,1143.0
2868,1047.0
2872,1069.0
2898,1025.0
2945,59.0
2978,325.0
3082,1032.0
3086,1174.0
3112,198.0
3140,799.0
3194,609.0
3222,119.0
3228,497.0
3238,1354.0
3279,770.0
3395,636.0
3447,1269.0
3493,305.0
3608,186.0
3627,1170.0
4316,692.0
4476,1183.0
4676,524.0
5642,1299.0
