Id,GarageYrBlt
190,2001.0
191,1932.0
192,1972.0
193,1999.0
194,2004.0
195,1989.0
196,1976.0
197,2007.0
198,1918.0
199,
200,2004.0
201,2003.0
202,1980.0
203,1924.0
204,2004.0
205,1948.0
206,1990.0
207,1962.0
208,1960.0
209,1988.0
210,1964.0
211,
212,2009.0
213,2009.0
214,1996.0
215,1977.0
216,1957.0
217,2004.0
218,1940.0
219,1939.0
220,2005.0
221,2006.0
222,2002.0
223,1975.0
224,1989.0
225,2003.0
226,1991.0
227,1995.0
228,1987.0
229,1974.0
230,2005.0
231,1959.0
232,1995.0
233,1972.0
234,1976.0
235,2002.0
236,1971.0
237,2004.0
238,1993.0
239,2007.0
240,1949.0
241,2008.0
242,
243,1940.0
244,1980.0
245,1994.0
246,1988.0
247,1910.0
248,1954.0
249,2003.0
250,1958.0
251,
252,2006.0
253,2004.0
254,1964.0
255,1957.0
256,1999.0
257,2003.0
258,2006.0
259,2001.0
260,1956.0
261,1991.0
262,2007.0
263,1978.0
264,1974.0
265,1965.0
266,1981.0
267,1997.0
268,1939.0
269,1966.0
270,1987.0
271,2006.0
272,1954.0
273,1999.0
274,1958.0
275,1982.0
276,1978.0
277,2003.0
278,1951.0
279,2007.0
280,1977.0
281,1989.0
282,2006.0
283,2008.0
284,2008.0
285,1992.0
286,2006.0
287,1962.0
288,
289,1970.0
290,2003.0
291,2006.0
292,
293,1949.0
294,1977.0
295,1953.0
296,1984.0
297,1950.0
298,1997.0
299,1968.0
300,1950.0
301,1953.0
302,1998.0
303,2001.0
304,1975.0
305,2003.0
306,2004.0
307,1990.0
308,
309,1961.0
310,2003.0
311,1993.0
312,1948.0
313,1939.0
314,1965.0
315,1925.0
316,2004.0
317,1983.0
318,2006.0
319,1993.0
320,1980.0
321,2006.0
322,2004.0
323,1987.0
324,1955.0
325,1961.0
326,1941.0
327,1993.0
328,1960.0
329,1930.0
330,1920.0
331,2002.0
332,1958.0
333,2003.0
334,2004.0
335,1998.0
336,1965.0
337,2005.0
338,2002.0
339,1984.0
340,1958.0
341,2002.0
342,1950.0
343,1949.0
344,2005.0
345,1976.0
346,1939.0
347,1960.0
348,1960.0
349,2003.0
350,2006.0
351,2007.0
352,1986.0
353,1941.0
354,2005.0
355,1940.0
356,1995.0
357,1992.0
358,1976.0
359,1958.0
360,1998.0
361,1978.0
362,1940.0
363,2003.0
364,1972.0
365,1976.0
366,1964.0
367,1963.0
368,1962.0
369,1954.0
370,1997.0
371,2000.0
372,1991.0
373,1984.0
374,1953.0
375,2003.0
376,
377,1998.0
378,2004.0
379,2010.0
380,2000.0
381,1924.0
382,2006.0
383,2006.0
384,1950.0
385,1992.0
386,2004.0
387,
388,1977.0
389,1999.0
390,2008.0
391,1978.0
392,2001.0
393,1959.0
394,
395,1940.0
396,1956.0
397,1985.0
398,1962.0
399,1920.0
400,2007.0
401,1996.0
402,2005.0
403,1940.0
404,1998.0
405,1995.0
406,1993.0
407,1936.0
408,1960.0
409,2006.0
410,2008.0
411,1958.0
412,1955.0
413,2009.0
414,1927.0
415,1993.0
416,2007.0
417,1978.0
418,1918.0
419,1940.0
420,1968.0
421,1997.0
422,1977.0
423,1954.0
424,1998.0
425,1956.0
426,1947.0
427,1989.0
428,1964.0
429,2007.0
430,1988.0
431,1971.0
432,
433,1971.0
434,1997.0
435,
436,1996.0
437,1990.0
438,1926.0
439,1990.0
440,2005.0
441,2008.0
442,
443,1930.0
444,2007.0
445,1994.0
446,1956.0
447,1966.0
448,1998.0
449,1937.0
450,1981.0
451,1932.0
452,1975.0
453,1996.0
454,2008.0
455,1976.0
456,1973.0
457,1916.0
458,1954.0
459,1925.0
460,1950.0
461,2009.0
462,1971.0
463,1965.0
464,1939.0
465,
466,2004.0
467,1970.0
468,1942.0
469,2006.0
470,1993.0
471,1985.0
472,1977.0
473,2005.0
474,2006.0
475,2000.0
476,1996.0
477,1997.0
478,2006.0
479,2007.0
480,1995.0
481,2004.0
482,2003.0
483,1915.0
484,1998.0
485,1963.0
486,1950.0
487,1965.0
488,1971.0
489,1970.0
490,1970.0
491,1976.0
492,1941.0
493,2006.0
494,1964.0
495,1938.0
496,
497,1992.0
498,1925.0
499,1967.0
500,1958.0
501,1973.0
502,2005.0
503,1965.0
504,1959.0
505,1974.0
506,1952.0
507,1993.0
508,2009.0
509,1928.0
510,1959.0
511,1951.0
512,2005.0
513,1964.0
514,1983.0
515,1926.0
516,2009.0
517,1972.0
518,1996.0
519,1998.0
520,1926.0
521,
522,1957.0
523,1950.0
524,2007.0
525,1996.0
526,2005.0
527,1956.0
528,2008.0
529,
530,1975.0
531,1988.0
532,1920.0
533,1967.0
534,
535,2004.0
536,
537,1998.0
538,1980.0
539,1968.0
540,2001.0
541,2006.0
542,2000.0
543,1998.0
544,1998.0
545,2006.0
546,1988.0
547,1950.0
548,1987.0
549,1963.0
550,2003.0
551,1977.0
552,1957.0
553,2006.0
554,2002.0
555,2003.0
556,1922.0
557,1957.0
558,1994.0
559,1996.0
560,2003.0
561,1957.0
562,1975.0
563,
564,1955.0
565,1992.0
566,1920.0
567,2005.0
568,2004.0
569,1983.0
570,1979.0
571,1987.0
572,1959.0
573,2009.0
574,2000.0
575,1971.0
576,1947.0
577,1928.0
578,1966.0
579,2007.0
580,1954.0
581,1960.0
582,2009.0
583,
584,1988.0
585,1935.0
586,2005.0
587,1961.0
588,1996.0
589,1968.0
590,1988.0
591,2004.0
592,2008.0
593,1985.0
594,2003.0
595,1981.0
596,2005.0
597,1930.0
598,2006.0
599,1977.0
600,1980.0
601,2003.0
602,1979.0
603,1992.0
604,2004.0
605,2002.0
606,1965.0
607,2000.0
608,1948.0
609,1934.0
610,1961.0
611,2000.0
612,1978.0
613,2001.0
614,
615,
616,1963.0
617,2002.0
618,1962.0
619,2007.0
620,2003.0
621,
622,1974.0
623,1986.0
624,2000.0
625,1972.0
626,1962.0
627,1960.0
628,1955.0
629,1969.0
630,1964.0
631,1937.0
632,2006.0
633,1977.0
634,1954.0
635,1980.0
636,
637,
638,1954.0
639,
640,2006.0
641,2003.0
642,2001.0
643,1972.0
644,1969.0
645,2009.0
646,1979.0
647,1950.0
648,1953.0
649,1966.0
650,
651,2007.0
652,1940.0
653,1996.0
654,1906.0
655,1995.0
656,1971.0
657,1959.0
658,1931.0
659,1948.0
660,1968.0
661,1976.0
662,1994.0
663,1968.0
664,1974.0
665,2005.0
666,2000.0
667,1965.0
668,1994.0
669,1999.0
670,1922.0
671,2005.0
672,1930.0
673,1977.0
674,1957.0
675,1965.0
676,1978.0
677,1920.0
678,1924.0
679,2008.0
680,1963.0
681,1980.0
682,1968.0
683,1996.0
684,2002.0
685,1998.0
686,1984.0
687,2007.0
688,2004.0
689,2007.0
690,2005.0
691,2004.0
692,1994.0
693,1989.0
694,1968.0
695,1995.0
696,1987.0
697,1921.0
698,1952.0
699,1973.0
700,2004.0
701,2002.0
702,1969.0
703,2006.0
704,1999.0
705,2004.0
706,
707,1971.0
708,2006.0
709,2007.0
710,1966.0
711,
712,1964.0
713,1988.0
714,1970.0
715,1976.0
716,1974.0
717,1996.0
718,1973.0
719,1993.0
720,1969.0
721,1985.0
722,2004.0
723,1994.0
724,1958.0
725,2007.0
726,1989.0
727,1988.0
728,2007.0
729,1968.0
730,1962.0
731,1995.0
732,2003.0
733,1998.0
734,1961.0
735,1968.0
736,1914.0
737,1949.0
738,2005.0
739,
740,2004.0
741,1910.0
742,1962.0
743,2000.0
744,1997.0
745,1993.0
746,1994.0
747,2000.0
748,1950.0
749,1996.0
750,1945.0
751,
752,2003.0
753,1997.0
754,2005.0
755,1969.0
756,1999.0
757,2007.0
758,1978.0
759,1999.0
760,1995.0
761,2008.0
762,1965.0
763,2009.0
764,1999.0
765,1995.0
766,2008.0
767,1988.0
768,1989.0
769,2004.0
770,2003.0
771,1983.0
772,1951.0
773,1976.0
774,1958.0
775,2006.0
776,1998.0
777,2005.0
778,1974.0
779,1977.0
780,1977.0
781,1995.0
782,1992.0
783,2001.0
784,1978.0
785,
786,1967.0
787,1961.0
788,2004.0
789,1954.0
790,1966.0
791,2005.0
792,1976.0
793,1997.0
794,2007.0
795,1994.0
796,1980.0
797,1977.0
798,1953.0
799,2009.0
800,1939.0
801,1997.0
802,1957.0
803,2005.0
804,2009.0
805,1954.0
806,2008.0
807,1967.0
808,1923.0
809,1966.0
810,1910.0
811,1974.0
812,2004.0
813,1952.0
814,1958.0
815,1955.0
816,1998.0
817,1954.0
818,2002.0
819,1971.0
820,2010.0
821,2003.0
822,1974.0
823,2003.0
824,1940.0
825,2006.0
826,2007.0
827,
828,2001.0
829,1967.0
830,2005.0
831,1957.0
832,2005.0
833,2003.0
834,1964.0
835,1961.0
836,1996.0
837,1948.0
838,1973.0
839,1999.0
840,1946.0
841,1934.0
842,1983.0
843,1966.0
844,
845,1949.0
846,1975.0
847,1993.0
848,1972.0
849,1908.0
850,1976.0
851,2003.0
852,2003.0
853,1941.0
854,1964.0
855,1955.0
856,1962.0
857,1981.0
858,1994.0
859,1976.0
860,1968.0
861,1925.0
862,1965.0
863,1986.0
864,1959.0
865,2008.0
866,1973.0
867,2007.0
868,1961.0
869,1979.0
870,1993.0
871,1962.0
872,1998.0
873,1953.0
874,1949.0
875,1941.0
876,2007.0
877,1963.0
878,2004.0
879,1987.0
880,1978.0
881,2005.0
882,1990.0
883,1993.0
884,1997.0
885,1967.0
886,1999.0
887,2005.0
888,1955.0
889,1970.0
890,1953.0
891,2003.0
892,1978.0
893,1963.0
894,1954.0
895,1979.0
896,1963.0
897,1936.0
898,1979.0
899,2009.0
900,1961.0
901,1979.0
902,1968.0
903,2003.0
904,2006.0
905,1967.0
906,1954.0
907,2006.0
908,1936.0
909,1983.0
910,2005.0
911,1960.0
912,1978.0
913,1925.0
914,1949.0
915,2009.0
916,1970.0
917,1958.0
918,1956.0
919,1991.0
920,1990.0
921,1994.0
922,
923,2005.0
924,1993.0
925,1980.0
926,1977.0
927,2003.0
928,1968.0
929,2001.0
930,1997.0
931,2007.0
932,1965.0
933,2006.0
934,2004.0
935,1960.0
936,1953.0
937,2003.0
938,2005.0
939,2006.0
940,1940.0
941,1976.0
942,1999.0
943,
944,1967.0
945,1958.0
946,1963.0
947,1959.0
948,2002.0
949,2002.0
950,1972.0
951,1980.0
952,1979.0
953,1974.0
954,1969.0
955,
956,1946.0
957,1980.0
958,1977.0
959,2003.0
960,1999.0
961,
962,1977.0
963,1976.0
964,2007.0
965,2002.0
966,2005.0
967,1940.0
968,1955.0
969,
970,1958.0
971,
972,2003.0
973,1979.0
974,2007.0
975,1997.0
976,2000.0
977,
978,2007.0
979,1999.0
980,1963.0
981,1961.0
982,1998.0
983,2007.0
984,2002.0
985,1977.0
986,1950.0
987,1950.0
988,2010.0
989,1976.0
990,2006.0
991,1997.0
992,1925.0
993,1964.0
994,2005.0
995,2008.0
996,1946.0
997,1961.0
998,1970.0
999,1922.0
1000,2006.0
1001,1956.0
1002,1920.0
1003,2006.0
1004,1976.0
1005,2005.0
1006,1977.0
1007,1970.0
1008,1970.0
1009,2004.0
1010,
1011,1948.0
1012,
1013,1923.0
1014,1956.0
1015,1948.0
1016,2001.0
1017,1996.0
1018,1984.0
1019,1991.0
1020,2005.0
1021,2005.0
1022,2006.0
1023,1957.0
1024,2005.0
1025,1976.0
1026,1980.0
1027,1960.0
1028,2008.0
1029,1941.0
1030,1972.0
1031,
1032,1970.0
1033,1993.0
1034,2002.0
1035,1938.0
1036,1957.0
1037,2008.0
1038,2001.0
1039,
1040,1970.0
1041,1957.0
1042,1966.0
1043,2005.0
1044,1990.0
1045,1981.0
1046,1955.0
1047,2005.0
1048,1996.0
1049,1960.0
1050,1946.0
1051,2007.0
1052,2007.0
1053,1964.0
1054,1957.0
1055,2002.0
1056,1976.0
1057,2005.0
1058,1994.0
1059,2008.0
1060,1977.0
1061,2001.0
1062,1994.0
1063,1945.0
1064,1976.0
1065,1966.0
1066,1996.0
1067,1993.0
1068,1964.0
1069,1973.0
1070,1985.0
1071,1956.0
1072,1968.0
1073,1954.0
1074,1977.0
1075,2006.0
1076,1940.0
1077,1950.0
1078,1969.0
1079,2004.0
1080,1996.0
1081,1971.0
1082,1963.0
1083,2002.0
1084,1964.0
1085,1995.0
1086,1992.0
1087,1973.0
1088,2005.0
1089,2004.0
1090,2005.0
1091,1987.0
1092,1999.0
1093,1925.0
1094,1977.0
1095,1956.0
1096,2006.0
1097,
1098,1987.0
1099,1936.0
1100,1978.0
1101,1930.0
1102,1981.0
1103,1960.0
1104,1954.0
1105,1970.0
1106,1994.0
1107,1990.0
1108,2006.0
1109,2000.0
1110,2004.0
1111,1995.0
1112,1976.0
1113,1957.0
1114,1953.0
1115,1955.0
1116,2007.0
1117,2002.0
1118,1967.0
1119,1958.0
1120,1959.0
1121,1920.0
1122,2005.0
1123,1956.0
1124,
1125,1992.0
1126,1977.0
1127,2007.0
1128,2004.0
1129,2004.0
1130,1980.0
1131,1981.0
1132,
1133,1930.0
1134,1995.0
1135,1997.0
1136,1926.0
1137,1950.0
1138,
1139,1977.0
1140,1972.0
1141,1988.0
1142,1976.0
1143,2006.0
1144,
1145,1941.0
1146,1928.0
1147,1985.0
1148,1941.0
1149,1982.0
1150,1930.0
1151,1950.0
1152,1959.0
1153,1956.0
1154,2002.0
1155,1965.0
1156,1976.0
1157,1965.0
1158,2008.0
1159,2008.0
1160,1974.0
1161,1978.0
1162,1993.0
1163,1968.0
1164,1969.0
1165,1978.0
1166,2009.0
1167,2008.0
1168,2000.0
1169,1935.0
1170,1995.0
1171,1977.0
1172,1958.0
1173,2006.0
1174,
1175,1932.0
1176,1992.0
1177,1984.0
1178,1926.0
1179,1921.0
1180,
1181,1990.0
1182,2008.0
1183,1996.0
1184,1970.0
1185,1963.0
1186,1965.0
1187,1920.0
1188,1994.0
1189,2002.0
1190,1999.0
1191,1975.0
1192,1999.0
1193,1925.0
1194,1999.0
1195,1969.0
1196,2005.0
1197,2006.0
1198,1916.0
1199,2001.0
1200,1974.0
1201,1972.0
1202,1998.0
1203,1960.0
1204,2000.0
1205,1975.0
1206,1990.0
1207,1966.0
1208,2003.0
1209,1980.0
1210,2006.0
1211,1992.0
1212,1988.0
1213,1941.0
1214,1965.0
1215,1962.0
1216,1966.0
1217,1978.0
1218,2009.0
1219,
1220,
1221,1964.0
1222,1968.0
1223,1949.0
1224,1951.0
1225,2004.0
1226,1958.0
1227,2007.0
1228,1992.0
1229,2008.0
1230,1960.0
1231,1977.0
1232,1962.0
1233,1962.0
1234,1959.0
1235,
1236,1914.0
1237,2003.0
1238,2004.0
1239,2005.0
1240,2006.0
1241,2003.0
1242,2007.0
1243,1974.0
1244,2006.0
1245,1931.0
1246,1984.0
1247,2005.0
1248,1976.0
1249,1950.0
1250,1950.0
1251,1968.0
1252,2003.0
1253,1968.0
1254,1974.0
1255,2003.0
1256,1978.0
1257,1994.0
1258,
1259,2005.0
1260,1969.0
1261,1999.0
1262,1956.0
1263,1957.0
1264,1940.0
1265,1998.0
1266,1999.0
1267,1960.0
1268,2009.0
1269,1982.0
1270,1958.0
1271,1979.0
1272,1968.0
1273,1965.0
1274,1959.0
1275,1985.0
1276,1948.0
1277,1972.0
1278,1967.0
1279,2002.0
1280,1980.0
1281,2002.0
1282,1990.0
1283,1977.0
1284,
1285,1969.0
1286,1939.0
1287,1963.0
1288,1964.0
1289,2000.0
1290,2006.0
1291,1964.0
1292,1972.0
1293,1985.0
1294,1976.0
1295,1957.0
1296,1968.0
1297,1963.0
1298,2005.0
1299,2008.0
1300,1959.0
1301,1999.0
1302,1942.0
1303,1994.0
1304,2005.0
1305,2004.0
1306,2006.0
1307,2005.0
1308,2000.0
1309,1948.0
1310,1991.0
1311,1959.0
1312,2005.0
1313,1990.0
1314,1999.0
1315,1956.0
1316,1969.0
1317,2008.0
1318,2006.0
1319,2001.0
1320,1954.0
1321,1957.0
1322,1955.0
1323,1992.0
1324,
1325,2007.0
1326,
1327,
1328,1982.0
1329,1920.0
1330,1998.0
1331,2006.0
1332,1976.0
1333,1958.0
1334,1951.0
1335,1970.0
1336,1977.0
1337,1973.0
1338,
1339,2002.0
1340,1972.0
1341,1974.0
1342,2004.0
1343,2002.0
1344,1929.0
1345,2006.0
1346,1997.0
1347,1968.0
1348,2006.0
1349,1998.0
1350,
1351,1969.0
1352,1962.0
1353,1999.0
1354,1996.0
1355,2000.0
1356,1968.0
1357,1966.0
1358,1971.0
1359,2000.0
1360,2004.0
1361,1998.0
1362,2005.0
1363,1920.0
1364,2007.0
1365,2005.0
1366,2000.0
1367,1999.0
1368,1977.0
1369,2003.0
1370,2003.0
1371,1967.0
1372,1955.0
1373,1998.0
1374,2001.0
1375,2005.0
1376,2007.0
1377,1925.0
1378,1977.0
1379,1973.0
1380,2007.0
1381,1938.0
1382,1970.0
1383,1989.0
1384,2007.0
1385,1939.0
1386,1922.0
1387,1978.0
1388,1916.0
1389,2006.0
1390,2003.0
1391,2000.0
1392,1967.0
1393,1967.0
1394,2003.0
1395,2006.0
1396,2005.0
1397,1966.0
1398,1933.0
1399,1950.0
1400,1925.0
1401,1929.0
1402,2004.0
1403,2006.0
1404,2007.0
1405,1998.0
1406,2004.0
1407,1988.0
1408,
1409,1966.0
1410,1986.0
1411,2001.0
1412,1950.0
1413,1956.0
1414,2005.0
1415,1922.0
1416,2007.0
1417,1971.0
1418,1998.0
1419,1962.0
1420,1969.0
1421,1968.0
1422,1977.0
1423,2003.0
1424,1966.0
1425,1970.0
1426,1960.0
1427,1994.0
1428,1962.0
1429,1940.0
1430,1981.0
1431,2005.0
1432,1976.0
1433,1928.0
1434,2000.0
1435,1977.0
1436,1962.0
1437,1974.0
1438,2008.0
1439,1957.0
1440,1979.0
1441,1993.0
1442,2004.0
1443,2008.0
1444,1916.0
1445,2004.0
1446,1990.0
1447,1962.0
1448,1995.0
1449,1950.0
1450,
1451,
1452,2008.0
1453,2005.0
1454,
1455,2004.0
1456,1999.0
1457,1978.0
1458,1941.0
1459,1950.0
1460,1965.0
