SalePrice,HalfBath
134432,0.0
134450,0.0
134500,0.0
134800,0.0
134900,0.0
135000,0.29411764705882354
135500,0.5
135750,0.0
135900,0.0
135960,0.0
136000,0.6666666666666666
136500,0.0
136900,0.0
136905,0.0
137000,0.0
137450,1.0
137500,0.16666666666666666
137900,0.0
138000,0.3333333333333333
138500,0.5
138800,0.0
138887,1.0
139000,0.18181818181818182
139400,0.0
139500,0.0
139600,0.0
139900,0.0
139950,0.0
140000,0.2
140200,0.0
141000,0.125
141500,1.0
142000,0.0
142125,0.0
142500,0.3333333333333333
142600,0.0
142953,0.0
143000,0.2
143250,1.0
143500,1.0
143750,0.0
143900,1.0
144000,0.2
144152,1.0
144500,0.0
144900,0.0
145000,0.07142857142857142
145250,1.0
145500,1.0
145900,2.0
146000,0.6666666666666666
146500,1.0
146800,0.0
147000,0.1111111111111111
147400,1.0
147500,1.0
148000,0.2857142857142857
148500,0.6666666666666666
148800,1.0
149000,0.25
149300,0.0
149350,1.0
149500,0.5
149700,0.0
149900,0.5
150000,0.5
150500,0.0
150750,0.0
150900,0.0
151000,0.8
151400,1.0
151500,0.0
152000,0.3333333333333333
153000,0.0
153337,2.0
153500,0.3333333333333333
153575,0.0
153900,0.5
154000,0.8
154300,0.0
154500,0.0
154900,1.0
155000,0.5
155835,1.0
155900,0.0
156000,0.25
156500,1.0
156932,1.0
157000,0.6666666666666666
157500,0.0
157900,0.5
158000,0.8333333333333334
158500,0.0
158900,1.0
159000,0.75
159434,0.0
159500,0.6666666666666666
159895,0.0
159950,0.0
160000,0.4166666666666667
160200,0.0
161000,0.0
161500,0.0
161750,1.0
162000,0.5
162500,0.0
162900,0.5
163000,0.5
163500,0.0
163900,1.0
163990,1.0
164000,0.0
164500,0.5
164700,1.0
164900,0.0
164990,0.0
165000,0.5
165150,2.0
165400,1.0
165500,0.3333333333333333
165600,1.0
166000,0.5
167000,0.25
167240,0.0
167500,0.3333333333333333
167900,0.5
168000,0.75
168500,1.0
169000,0.3333333333333333
169500,0.5
169900,0.0
169990,0.0
170000,0.5
171000,0.4
171500,0.0
171750,0.0
171900,1.0
172000,1.0
172400,1.0
172500,0.6
172785,1.0
173000,0.42857142857142855
173500,1.0
173733,1.0
173900,1.0
174000,0.7142857142857143
174500,1.0
174900,1.0
175000,0.5555555555555556
175500,0.6666666666666666
175900,0.5
176000,0.5
176432,0.0
176485,0.0
176500,0.5
177000,0.4
177500,0.3333333333333333
178000,0.8571428571428571
178400,0.0
178740,0.0
178900,1.0
179000,0.3333333333333333
179200,0.0
179400,1.0
179500,1.0
179540,1.0
179600,0.0
179665,1.0
179900,0.4
180000,0.4
180500,0.0
181000,0.5714285714285714
181134,0.0
181500,0.0
181900,0.0
182000,0.0
182900,0.0
183000,1.0
183200,1.0
183500,1.0
183900,1.0
184000,0.5
184100,1.0
184750,1.0
184900,0.0
185000,0.5
185500,0.0
185750,0.0
185850,0.0
185900,1.0
186000,0.0
186500,1.0
186700,1.0
187000,1.0
187100,0.0
187500,0.5
187750,0.0
188000,0.6666666666666666
188500,1.0
188700,1.0
189000,0.6666666666666666
189950,1.0
190000,0.6923076923076923
191000,0.25
192000,0.4
192140,1.0
192500,0.5
193000,0.6666666666666666
193500,0.5
193879,0.0
194000,0.3333333333333333
194201,2.0
194500,0.6666666666666666
194700,0.0
195000,1.0
195400,0.0
196000,0.0
196500,1.0
197000,1.0
197500,1.0
197900,1.0
198500,0.0
198900,0.0
199900,1.0
200000,0.875
200100,1.0
200141,0.0
200500,0.5
200624,0.0
201000,0.3333333333333333
201800,2.0
202500,0.0
202665,0.0
202900,1.0
203000,0.0
204000,0.5
204750,1.0
204900,0.0
205000,0.6666666666666666
205950,1.0
206000,0.0
206300,0.0
206900,1.0
207000,0.5
207500,0.2
208300,0.0
208500,1.0
208900,0.0
209500,0.0
210000,0.6
211000,1.0
212000,1.0
212900,0.0
213000,0.3333333333333333
213250,0.0
213490,0.0
213500,0.5
214000,0.4
214500,0.0
214900,1.0
215000,0.5
215200,1.0
216000,1.0
216500,1.0
216837,0.0
217000,0.0
217500,0.0
218000,0.0
219210,1.0
219500,1.0
220000,0.6
221000,0.5
221500,0.0
222000,0.6666666666666666
222500,1.0
223000,0.0
223500,1.0
224000,0.0
224500,1.0
224900,0.5
225000,0.5
226000,0.6666666666666666
226700,1.0
227000,0.3333333333333333
227680,0.0
227875,0.0
228000,1.0
228500,1.0
228950,0.0
229000,1.0
229456,0.0
230000,0.375
230500,1.0
231500,1.0
232000,0.0
232600,0.0
233000,1.0
233170,0.0
233230,1.0
234000,0.5
235000,0.2857142857142857
235128,0.0
236000,1.0
236500,0.0
237000,1.0
237500,1.0
238000,1.0
239000,0.5
239500,1.0
239686,1.0
239799,1.0
239900,1.0
240000,0.5
241000,0.0
241500,0.0
242000,0.5
243000,0.0
244000,0.6666666666666666
244400,0.0
244600,0.0
245000,0.0
245350,0.0
245500,1.0
246578,0.0
248000,1.0
248328,0.0
248900,0.0
249700,0.0
250000,0.875
250580,0.0
251000,0.0
252000,1.0
252678,1.0
253000,1.0
253293,1.0
254000,0.0
254900,1.0
255000,0.5
255500,0.0
255900,1.0
256000,0.0
256300,0.0
257000,0.0
257500,0.0
258000,1.0
259000,0.0
259500,1.0
260000,0.6666666666666666
260400,0.0
261500,1.0
262000,0.0
262280,1.0
262500,0.0
263000,1.0
263435,1.0
264132,0.0
264561,0.0
265000,1.0
265900,0.0
265979,1.0
266000,0.5
266500,0.0
267000,1.0
268000,0.5
269500,1.0
269790,1.0
270000,0.6666666666666666
271000,0.5
271900,0.0
272000,0.5
274000,1.0
274300,1.0
274725,1.0
274900,0.0
274970,0.0
275000,0.2
275500,1.0
276000,1.0
277000,0.5
277500,0.0
278000,0.5
279500,0.0
280000,0.5
281000,1.0
281213,1.0
282922,0.0
283463,0.0
284000,0.5
285000,0.6666666666666666
286000,1.0
287000,0.5
287090,0.0
289000,0.0
290000,0.8
293077,0.0
294000,1.0
295000,0.0
295493,0.0
297000,0.0
299800,1.0
301000,1.0
301500,0.0
302000,0.5
303477,1.0
305000,1.0
305900,0.0
306000,0.0
307000,0.0
309000,1.0
310000,1.0
311500,1.0
311872,0.0
312500,0.0
313000,1.0
314813,0.0
315000,0.5
315500,0.0
315750,1.0
316600,1.0
317000,1.0
318000,0.0
318061,0.0
319000,0.0
319900,0.0
320000,0.25
324000,1.0
325000,0.75
325300,1.0
325624,1.0
326000,0.0
328000,1.0
328900,0.0
333168,1.0
335000,0.6666666666666666
336000,1.0
337000,1.0
337500,0.0
339750,1.0
340000,0.5
341000,1.0
342643,1.0
345000,0.5
348000,1.0
350000,1.0
354000,1.0
359100,1.0
360000,0.0
361919,1.0
367294,1.0
369900,0.0
370878,1.0
372402,0.0
372500,1.0
374000,0.0
375000,0.0
377426,0.0
377500,0.0
378500,0.0
380000,1.0
381000,1.0
383970,1.0
385000,0.5
386250,0.0
392000,0.0
392500,0.0
394432,1.0
394617,0.0
395000,0.0
395192,1.0
402000,1.0
402861,1.0
403000,1.0
410000,1.0
412500,1.0
415298,1.0
423000,1.0
424870,0.0
426000,1.0
430000,0.0
437154,1.0
438780,1.0
440000,0.0
446261,1.0
451950,1.0
465000,1.0
466500,1.0
475000,1.0
485000,1.0
501837,0.0
538000,1.0
555000,0.0
556581,1.0
582933,1.0
611657,1.0
625000,1.0
745000,1.0
755000,1.0
